100	77899	1493	
200	73949	326	
300	80026	3185	
400	72970	874	
500	77526	229	
600	81635	4128	
700	76563	2500	
800	79308	409	
900	85527	3745	
1000	76989	3547	
1100	86409	8515	
1200	87476	1441	
1300	91900	6256	
1400	87738	6703	
1500	89998	9178	
1600	89715	889	
1700	92182	15472	
1800	94031	2498	
1900	95108	2333	
2000	96542	8607	
2100	96363	2792	
2200	74939	1852	
2300	97864	7990	
2400	98553	9567	
2500	97868	2188	
2600	99394	6336	
2700	99226	6423	
2800	99210	9519	
2900	99102	10070	
3000	99617	8653	
3100	98467	5469	
3200	99407	11016	
3300	99898	9847	
3400	99847	10592	
3500	99835	11289	
3600	99764	8304	
3700	99899	15535	
3800	99980	13068	
3900	99947	13235	
4000	99954	15486	
4100	99971	12420	
4200	99987	15326	
4300	99979	15805	
4400	99990	12448	
4500	99987	18079	
4600	99973	19836	
4700	99963	20822	
4800	99996	18429	
4900	99997	17971	
5000	99986	20427	
5100	99987	23408	
5200	99999	21775	
5300	99996	22775	
5400	99905	21704	
5500	99990	23461	
5600	99997	29359	
5700	99991	24667	
5800	99999	21728	
5900	99990	27979	
6000	99998	23906	
6100	100000	24542	
6200	99995	29450	
6300	99999	27391	
6400	99998	35481	
6500	99999	23334	
6600	99990	21975	
6700	99999	35671	
6800	99989	29881	
6900	100000	28164	
7000	99990	21600	
7100	100000	34843	
7200	99998	48099	
7300	99989	41941	
7400	99999	32603	
7500	100000	37679	
7600	99998	35057	
7700	100000	27995	
7800	99988	34329	
7900	100000	35113	
8000	100000	23669	
8100	99995	30071	
8200	99988	19188	
8300	100000	44325	
8400	99997	31254	
8500	99999	45341	
8600	99999	36609	
8700	99995	7887	
8800	99996	72361	
8900	99998	16761	
9000	100000	41831	
9100	99952	42769	
9200	100000	1052	
9300	99998	43892	
9400	100000	41058	
9500	99995	51238	
9600	99995	210	
9700	100000	51075	
9800	99997	65861	
9900	100000	31116	
10000	100000	44957	
