#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.4888,0.53175,0.7114,0.76575,
200,1.1535,1.35985,1.75495,2.07575,
300,2.0714,1.9952,3.34045,3.43475,
400,2.7676,2.84045,4.63095,4.1845,
500,3.703,3.4492,6.1203,6.374,
600,3.5928,4.3288,7.70275,7.1269,
700,5.2577,5.6828,8.30535,9.06315,
800,5.82035,7.13775,10.4416,10.4167,
900,7.1957,7.82425,12.226,12.8002,
1000,7.62315,8.24315,14.0061,12.601,
1100,8.80805,9.71,15.9132,14.3892,
1200,9.785,10.9155,18.0685,17.1861,
1300,10.354,11.3733,18.5785,19.8465,
1400,10.5205,13.5826,20.3493,19.1419,
1500,12.702,14.5844,23.5188,22.4514,
1600,14.0912,15.0707,22.3459,25.2315,
1700,14.633,17.842,26.81,27.8474,
1800,14.2421,16.8952,24.919,28.1452,
1900,18.7021,19.4186,28.8419,31.0963,
2000,17.0963,21.4629,33.8757,32.3705,
2100,18.7111,24.1914,33.7252,33.3841,
2200,19.6382,22.728,34.9352,37.1429,
2300,18.5663,27.2834,38.5172,38.5673,
2400,19.3244,27.8295,41.0405,38.33,
2500,21.4892,29.1085,43.4039,43.6879,
2600,21.9365,27.4074,44.312,44.7694,
2700,24.1956,33.7779,47.3678,46.4331,
2800,25.0338,33.8891,48.8461,48.489,
2900,25.7669,35.1553,48.9253,52.1811,
3000,25.6317,35.4999,53.8902,54.5218,
3100,29.3921,41.9293,53.637,55.5895,
3200,29.2645,39.7246,59.6617,54.9673,
3300,29.9444,42.2283,60.3867,60.675,
3400,23.6245,46.1845,62.966,64.2735,
3500,27.8096,46.0108,64.9409,66.0471,
3600,33.4776,52.5449,67.5376,67.5244,
3700,33.8261,51.745,73.7421,72.0692,
3800,35.4126,50.6496,74.3419,73.0353,
3900,32.9984,52.3711,74.9302,73.2698,
4000,33.9511,58.8643,75.1453,78.303,
4100,36.984,57.1319,79.8862,79.763,
4200,40.3805,63.9849,80.0406,82.6936,
4300,40.1395,67.6866,87.2505,88.7004,
4400,41.0635,66.5969,88.371,88.7805,
4500,45.0135,73.118,91.6269,93.802,
4600,42.8444,70.9154,96.1402,95.8262,
4700,45.1051,71.8102,95.744,100.388,
4800,42.4517,74.1567,99.5186,100.245,
4900,49.1178,85.1095,100.363,101.047,
5000,46.6213,83.5582,105.269,108.724,
5100,48.3347,78.7999,108.134,108.351,
5200,50.6814,92.194,115.598,111.307,
5300,51.4413,93.5367,118.843,115.489,
5400,50.1525,94.979,115.612,117.028,
5500,50.4802,95.4061,122.221,121.674,
5600,59.1684,94.6183,125.963,126.104,
5700,58.446,101.182,123.453,126.829,
5800,57.1667,104.756,127.727,130.278,
5900,56.4197,100.774,134.531,130.662,
6000,57.4474,110.417,135.673,136.1,
6100,57.4642,110.322,136.747,137.804,
6200,60.2041,117.152,146.582,147.213,
6300,65.0188,116.232,151.147,153.569,
6400,66.3151,126.183,173.826,175.083,
6500,65.5511,127.398,163.672,160.277,
6600,68.8844,135.752,185.677,181.113,
6700,81.2551,142.749,179.16,179.591,
6800,73.1604,139.799,174.163,177.751,
6900,72.0206,148.678,191.924,192.862,
7000,79.457,154.169,188.587,189.832,
7100,81.6552,152.354,191.556,191.348,
7200,77.6351,167.91,207.555,206.718,
7300,88.1917,169.069,212.311,217.443,
7400,80.4488,157.568,195.3,193.153,
7500,82.6967,164.954,206.176,209.021,
7600,86.8316,166.333,209.266,213.422,
7700,89.6325,173.953,205.451,205.134,
7800,87.6064,170.15,217.041,215.425,
7900,96.2861,193.087,241.218,242.185,
8000,87.5927,196.611,240.445,238.3,
8100,89.9464,184.17,216.783,216.606,
8200,97.5673,183.588,223.264,221.563,
8300,95.1744,195.131,243.865,240.561,
8400,97.2739,200.403,232.431,235.039,
8500,97.7293,182.513,228.174,227.487,
8600,90.7572,200.955,233.476,236.382,
8700,95.907,201.407,240.629,243.121,
8800,103.441,213.159,255.743,256.167,
8900,103.575,226.78,276.967,273.599,
9000,103.95,218.666,257.982,255.835,
9100,102.081,261.852,313.486,313.229,
9200,110.254,248.386,305.926,304.167,
9300,110.354,245.539,287.183,284.612,
9400,107.77,235.975,269.529,273.96,
9500,106.048,230.061,267.728,270.207,
9600,105.469,244.424,284.151,280.07,
9700,106.445,243.274,280.692,277.902,
9800,108.524,255.951,297.334,290.782,
9900,107.527,258.047,312.69,304.209,
10000,139.621,286.917,338.782,334.982,
