# Points,Metric Tree,Kd-Tree,Bounded-Tree,FassTree
100,0.095,0.273,0.832,0.234,
200,0.411,1.185,4.685,1.444,
300,0.529,1.006,6.592,2.86,
400,0.641,1.341,8.915,1.327,
500,1.71,5.086,13.974,4.214,
600,2.179,8.404,20.478,9.347,
700,2.204,8.648,28.394,6.132,
800,4.263,8.548,28.892,12.09,
900,3.597,10.044,35,13.546,
1000,3.148,7.815,26.784,12.925,
1100,4.577,9.891,39.568,13.566,
1200,3.722,9.782,49.881,23.303,
1300,14.365,15.75,52.865,18.673,
1400,10.086,17.643,55.763,16.716,
1500,12.466,58.505,184.334,111.517,
1600,29.466,50.718,107.403,63.627,
1700,5.521,20.726,54.679,16.293,
1800,17.726,15.561,85.065,30.809,
1900,12.625,42.648,95.627,52.252,
2000,9.736,24.961,77.057,41.039,
2100,10.379,37.646,97.375,41.859,
2200,9.862,40.731,107.985,51.962,
2300,13.389,14.58,101.612,44.545,
2400,15.457,44.002,125.65,60.583,
2500,13.665,39.98,103.519,51.58,
2600,22.331,45.75,118.189,50.024,
2700,19.838,21.31,109.428,48.125,
2800,17.808,62.638,131.28,62.99,
2900,21.343,63.029,143.68,69.95,
3000,26.601,78.013,176.574,91.329,
3100,45.147,93.271,203.071,122.62,
3200,32.954,87.084,163.25,102.193,
3300,29.706,87.228,184.825,102.541,
3400,24.186,71.084,171.417,81.266,
3500,29.962,81.832,189.744,88.949,
3600,21.301,96.637,179.76,90.673,
3700,47.773,92.378,208.458,131.361,
3800,31.643,68.384,198.766,101.266,
3900,45.96,105.101,233.767,136.912,
4000,55.279,116.893,234.252,135.923,
4100,56.002,134.932,239.002,148.682,
4200,37.791,115.461,232.544,133.518,
4300,35.993,105.381,249.342,118.732,
4400,39.629,117.067,246.426,128.409,
4500,55.283,134.82,279.093,147.738,
4600,66.248,132.239,265.244,157.156,
4700,53.504,135.676,306.122,155.434,
4800,39.365,131.481,283.701,131.535,
4900,43.16,124.111,265.312,152.972,
5000,63.848,180.284,346.389,187.662,
5100,65.553,154.654,299.384,175.364,
5200,93.748,171.685,318.826,185.569,
5300,80.383,192.755,355.563,202.509,
5400,59.071,173.361,334.193,181.449,
5500,64.262,194.279,292.493,179.744,
5600,66.314,184.882,317.47,189.364,
5700,52.081,175.972,308.34,195.652,
5800,94.938,198.372,363.479,234.326,
5900,76.318,211.363,345.979,215.339,
6000,61.887,212.027,362.655,200.943,
6100,51.317,172.921,283.466,144.133,
6200,60.002,188.853,332.746,203.417,
6300,66.495,217.162,388.086,227.694,
6400,127.112,193.287,394.634,252.703,
6500,61.718,221.568,386.568,228.396,
6600,72.768,204.871,402.227,248.33,
6700,63.115,242.601,382.58,217.612,
6800,64.575,208.031,395.611,242.969,
6900,101.682,250.761,428.914,259.045,
7000,86.744,266.933,400.827,266.457,
7100,77.585,227.841,406.089,249.079,
7200,95.055,229.661,400.058,239.61,
7300,77.67,242.263,435.295,255.695,
7400,57.843,243.983,376.025,257.104,
7500,81.939,230.988,385.797,251.596,
7600,87.529,243.247,392.628,261.076,
7700,92.091,245.626,384.741,250.814,
7800,105.681,245.625,403.264,255.904,
7900,308.21,564.714,722.2,535.918,
8000,89.485,263.517,391.003,242.69,
8100,90.755,245.31,400.257,271.51,
8200,93.963,280.508,417.863,275.648,
8300,123.29,330.391,463.118,320.249,
8400,326.733,626.415,757.31,597.361,
8500,96.365,259.545,416.814,282.882,
8600,106.769,287.676,441.122,311.752,
8700,110.76,296.789,457.205,294.332,
8800,98.175,283.958,441.92,286.597,
8900,113.956,318.419,446.632,287.59,
9000,116.259,279.423,456.9,310.391,
9100,319.949,673.723,888.733,664.381,
9200,127.204,341.727,532.192,351.248,
9300,119.504,325.845,498.798,312.706,
9400,291.774,611.306,783.449,606.549,
9500,122.908,371.4,579.415,374.509,
9600,110.956,320.157,519.656,314.639,
9700,148.22,336.544,532.544,324.853,
9800,120.576,357.16,532.86,361.271,
9900,100.842,346.36,538.794,306.018,
10000,142.805,400.148,599.178,431.644,
