#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.753,2.171,1.782,1.782,
200,1.299,4.623,2.9,3.727,
300,2.068,6.797,4.885,5.285,
400,2.841,9.506,8.29,6.556,
500,3.015,9.974,8.237,10.011,
600,2.854,11.541,7.698,7.48,
700,1.924,14.965,9.104,8.031,
800,2.095,16.93,12.597,11.544,
900,3.493,24.573,20.465,18.627,
1000,8.076,28.145,25.518,18.623,
1100,9.13,30.602,17.109,22.272,
1200,10.138,33.865,28.307,30.827,
1300,12.474,42.92,36.344,39.915,
1400,12.956,38.481,26.467,27.618,
1500,13.817,50.238,48.208,42.61,
1600,23.456,49.686,59.028,54.653,
1700,17.146,57.976,40.552,49.61,
1800,13.466,61.324,47.758,56.233,
1900,11.567,52.832,46.98,57.633,
2000,13.083,70.71,66.613,55.422,
2100,11.76,58.709,37.802,31.19,
2200,16.441,80.935,65.52,62.756,
2300,18.807,79.247,57.852,70.694,
2400,27.325,82.759,54.712,70.32,
2500,21.906,82.579,63.863,71.825,
2600,29.655,86.537,86.773,79.883,
2700,40.35,77.428,92.784,88.484,
2800,43.021,118.323,95.417,96.522,
2900,39.381,118.858,105.235,90.388,
3000,43.942,126.719,99.512,103.165,
3100,39.947,120.239,96.913,97.269,
3200,43.352,108.83,108.574,119.575,
3300,43.779,118.751,124.276,120.941,
3400,38.187,115.371,123.989,104.14,
3500,42.953,127.983,105.951,105.748,
3600,37.558,129.746,109.389,113.329,
3700,49.658,134.264,123.488,139.883,
3800,44.655,151.058,114.314,121.96,
3900,56.31,170.283,137.464,151.311,
4000,60.104,166.639,156.759,155.562,
4100,68.5,175.13,153.444,161.751,
4200,67.897,161.729,161.792,150.546,
4300,64.384,185.003,159.424,139.415,
4400,97.219,188.991,166.572,179.181,
4500,62.704,183.129,186.981,170.554,
4600,78.195,196.889,168.556,178.79,
4700,81.62,209.95,179.935,175.632,
4800,99.702,209.6,184.199,201.02,
4900,92.649,215.141,193.28,178.681,
5000,69.443,209.199,171.306,188.012,
5100,79.536,199.941,171.887,180.312,
5200,76.376,218.694,178.857,187.121,
5300,86.984,225.133,187.112,192.276,
5400,95.389,260.219,234.805,211.586,
5500,86.521,255.377,209.322,219.971,
5600,91.338,233.641,212.675,209.068,
5700,110.607,265.452,242.475,206.601,
5800,99.291,273.383,248.779,226.068,
5900,89.453,264.901,217.758,214.051,
6000,104.691,283.043,250.952,223.938,
6100,107.678,289.664,239.121,232.259,
6200,133.967,287.709,271.286,245.825,
6300,120.02,301.192,269.763,240.874,
6400,120.114,290.259,256.682,281.76,
6500,121.697,289.059,218.85,234.897,
6600,149.247,304.749,239.099,268.608,
6700,104.698,312.741,259.497,266.841,
6800,125.265,340.339,280.764,292.406,
6900,122.095,320.621,329.228,264.6,
7000,134.107,345.019,315.08,283.784,
7100,134.357,363.198,312.227,322.117,
7200,121.135,365.244,322.906,280.64,
7300,129.55,344.205,287.825,305.62,
7400,144.795,355.966,326.265,287.912,
7500,155.885,562.967,484.24,380.137,
7600,168.528,391.2,338.897,326.072,
7700,167.932,385.064,310.992,336.95,
7800,154.807,400.881,332.26,358.982,
7900,163.044,411.205,338.364,372.282,
8000,166.054,638.938,540.048,562.819,
8100,166.454,406.34,322.893,367.325,
8200,178.392,420.205,353.039,354.611,
8300,144.828,408.514,319.761,373.314,
8400,169.722,639.177,508.143,527.742,
8500,161.936,437.671,392.857,355.304,
8600,181.232,454.397,373.77,384.975,
8700,212.713,489.149,439.819,398.517,
8800,169.558,468.116,385.878,413.102,
8900,176.526,482.742,421.349,388.321,
9000,178.346,472.001,403.852,390.543,
9100,151.261,438.91,371.683,339.445,
9200,199.741,493.799,451.885,396.403,
9300,188.603,486.814,437.098,386.999,
9400,183.83,490.429,440.395,396.276,
9500,142.622,455.759,396.916,325.862,
9600,193.388,527.193,462.234,418.508,
9700,187.026,508.253,418.086,449.963,
9800,204.97,507.759,461.025,408.272,
9900,194.512,745.983,580.028,622.898,
10000,196.355,506.225,415.725,445.226,
