1	1801.22	701.466	11439.3	
2	3423.59	2181.26	76776.6	
3	6148.39	3827.87	1.22383e+06	
4	23222.2	7004.13	2.88009e+06	
5	10558.6	10284.9	9.42591e+06	
6	21790.4	17884.3	7.40049e+06	
7	36088.1	21419.1	7.48567e+06	
8	31391.2	16407	8.60963e+06	
9	37591.3	17712	9.05896e+06	
10	45387.1	28647.1	9.20258e+06	
11	45413.7	26621.9	9.20595e+06	
12	61616.6	32095.3	9.23762e+06	
13	48528.8	19404.2	9.22512e+06	
14	47743.4	25794.8	9.38811e+06	
15	45481	18252.3	9.41319e+06	
16	50787.1	31327.8	9.39031e+06	
17	52873.6	19680.6	9.41812e+06	
18	48530	28485.8	9.41278e+06	
19	62082	37013.1	9.37889e+06	
20	59199	18870.6	9.37245e+06	
21	54484.8	33105.1	9.40683e+06	
22	43937.4	25413	9.34923e+06	
23	44918.4	30541	9.38588e+06	
24	46313.4	30265.2	9.41652e+06	
25	47235	20868.1	9.37523e+06	
26	46281.6	30578.5	9.39408e+06	
27	47821.6	31521.9	9.40277e+06	
