5	1044	43	3	
10	19575	43	3	
15	89875	43	3	
20	183667	43	3	
25	246111	43	3	
30	284091	43	3	
35	303811	43	3	
40	316540	43	3	
45	325051	43	3	
50	329712	43	3	
55	333353	43	3	
60	336415	43	3	
65	339913	43	3	
70	344295	43	3	
75	348877	43	3	
80	354062	43	3	
85	358510	43	3	
90	361750	43	3	
95	364469	43	3	
100	366255	43	3	
105	367386	43	3	
110	368160	43	3	
115	368543	43	3	
120	368845	43	3	
125	368923	43	3	
130	368949	43	3	
135	368985	43	3	
140	369002	43	3	
145	369012	43	3	
150	369019	43	3	
155	369027	43	3	
160	369027	43	3	
165	369077	88	37	
170	369196	175	68	
175	369499	605	274	
180	370206	1357	691	
185	371754	3200	1862	
190	374971	6709	2728	
195	381056	16014	7028	
200	392114	34023	18688	
205	410838	67292	36481	
210	440190	122807	76266	
215	479242	206284	207758	
220	530642	318303	310549	
225	586398	454454	376201	
230	1123506	646597	408582	
235	1224806	907308	76939	
240	1320884	1113890	5608	
245	1404941	1277603	2802	
250	1472862	1399629	1282	
255	1525030	1485879	527	
260	1562053	1542376	187	
265	1585898	1576299	67	
270	1600374	1595928	27	
275	1608162	1606194	17	
280	1611684	1610831	17	
285	1613217	1612791	17	
290	1613894	1613686	17	
295	1614366	1614264	17	
300	1614522	1614460	17	
305	1614655	1614617	17	
310	1614730	1614704	17	
315	1614774	1614755	17	
320	1614803	1614789	17	
325	1614817	1614806	17	
330	1614829	1614818	17	
335	1614844	1614835	17	
340	1614874	1614867	17	
345	1614891	1614885	17	
350	1614891	1614885	17	
355	1614934	1614933	17	
