1	0.222	0.387	453.967	
2	2.718	4.16	477.571	
3	8.791	10.322	375.37	
4	56.229	35.396	439.726	
5	93.851	85.745	805.579	
6	93.704	112.608	789.589	
7	159.904	199.1	899.448	
8	191.938	248.216	938.94	
9	194.646	291.192	1017.99	
10	228.202	315.459	1054.23	
11	232.543	330.219	1048.75	
12	227.02	321.078	1140.91	
13	244.35	350.324	1166.96	
14	225.409	339.763	1152.44	
15	247.817	340.577	1138.45	
16	244.922	340.05	1143.26	
17	239.614	360.685	1143.21	
18	225.666	355.986	1119.94	
19	222.701	356.895	1175.62	
20	231.981	348.483	1093.07	
21	229.658	346.564	1045.76	
22	266.444	342.338	1079.48	
23	270.155	358.993	1029.06	
24	260.674	333.551	993.806	
25	236.854	347.307	985.092	
26	244.827	346.161	940.376	
27	295.659	340.306	971.123	
28	250.344	354.098	912.373	
29	263.474	336.527	966.945	
30	255.028	367.631	971.134	
31	266.677	333.478	928.759	
32	239.569	358.349	950.657	
