#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.049,0.029,0.048,0.041,
200,0.045,0.041,0.136,0.027,
300,0.322,0.157,0.212,0.107,
400,0.083,0.044,0.048,0.065,
500,0.11,0.623,3.833,0.302,
600,0.055,1.496,0.089,0.279,
700,0.142,0.6,0.193,0.103,
800,0.226,0.354,0.425,0.192,
900,0.524,0.17,0.115,0.128,
1000,0.28,0.342,0.112,0.129,
1100,0.119,0.281,0.244,1.84,
1200,0.319,0.167,0.188,0.227,
1300,0.216,1.157,1.694,0.75,
1400,0.469,0.213,0.321,0.718,
1500,0.311,0.456,0.489,0.386,
1600,0.159,3.959,0.329,1.608,
1700,2.235,0.279,0.199,0.258,
1800,0.116,0.616,2.361,0.276,
1900,0.74,2.681,1.693,0.343,
2000,3.155,1.725,4.335,2.104,
2100,1.586,0.877,0.921,0.417,
2200,0.302,9.569,1.068,0.888,
2300,3.823,0.409,2.822,0.748,
2400,0.314,1.576,0.558,0.575,
2500,0.294,0.392,0.306,0.396,
2600,0.372,0.435,0.546,0.452,
2700,0.242,1.911,0.392,0.527,
2800,0.415,0.431,0.491,0.501,
2900,0.53,1.867,0.327,0.374,
3000,0.494,1.079,1.139,0.402,
3100,0.448,0.597,0.413,3.174,
3200,4.125,3.102,0.819,5.007,
3300,1.737,5.756,2.917,1.215,
3400,3.186,0.765,0.898,3.979,
3500,1.031,2.751,1.777,0.606,
3600,0.422,1.376,1.558,2.851,
3700,0.675,3.386,3.754,1.847,
3800,0.572,1.767,0.594,11.355,
3900,0.66,1.798,1.386,0.731,
4000,0.764,1.135,0.906,0.863,
4100,11.907,2.106,1.762,10.963,
4200,12.046,8.297,0.922,4.044,
4300,3.565,1.399,1.735,1.689,
4400,1.943,3.11,5.676,0.861,
4500,10.883,2.326,0.89,0.918,
4600,1.75,0.928,2.666,2.154,
4700,2.291,2.82,2.062,3.432,
4800,8.144,4.862,4.735,10.195,
4900,6.644,14.018,19.851,3.592,
5000,12.002,12.307,1.658,10.199,
5100,5.028,5.952,2.08,4.38,
5200,2.211,2.36,3.56,3.444,
5300,23.229,1.492,5.296,3.932,
5400,8.487,7.978,1.952,2.449,
5500,3.425,2.443,1.142,1.178,
5600,1.621,0.859,3.899,2.295,
5700,2.584,2.4,0.961,1.151,
5800,8.335,3.748,2.324,4.28,
5900,2.647,3.885,2.7,5.916,
6000,20.036,1.827,2.506,2.112,
6100,3.512,2.897,2.011,3.174,
6200,2.54,9.177,4.163,3.605,
6300,0.953,4.42,4.639,3.784,
6400,4.019,10.261,3.923,3.197,
6500,2.957,1.643,1.661,2.232,
6600,3.32,2.838,1.603,3.678,
6700,4.125,1.509,5.783,5.359,
6800,3.144,3.971,19.379,8.82,
6900,5.53,1.744,4.874,3.159,
7000,1.937,1.446,1.995,3.31,
7100,5.98,2.138,9.589,8.983,
7200,9.44,1.624,3.544,14.809,
7300,4.323,3.586,2.487,1.873,
7400,1.796,5.907,4.16,8.842,
7500,11.941,2.443,1.541,3.229,
7600,1.656,1.254,2.684,4.803,
7700,11.088,4.176,1.815,9.762,
7800,5.587,5.512,6.772,2.204,
7900,5.831,3.08,3.449,6.414,
8000,4.764,1.759,1.95,6.367,
8100,4.82,2.414,7.024,2.025,
8200,31.182,2.376,3.346,4.177,
8300,4.976,2.569,2.229,9.504,
8400,7.692,2.067,1.553,6.945,
8500,13.041,2.171,9.069,3.995,
8600,5.765,2.112,6.189,2.745,
8700,9.464,5.503,3.702,9.593,
8800,14.152,3.756,2.851,3.186,
8900,8.444,1.933,5.566,6.807,
9000,4.327,3.064,5.273,6.56,
9100,14.553,3.06,10.026,5.25,
9200,34.458,3.531,29.079,6.658,
9300,5.363,3.479,10.617,11.188,
9400,4.934,2.366,7.613,10.636,
9500,8.906,5.895,2.145,4.988,
9600,6.069,6.163,16.293,13.195,
9700,14.572,3.689,5.43,11.285,
9800,6.695,9.663,12.116,10.695,
9900,7.829,4.355,3.296,2.637,
10000,10.595,7.33,8.234,18.28,
