#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.008,0.011,0.009,0.01,
200,0.01,0.013,0.147,0.014,
300,0.016,0.037,0.015,0.02,
400,0.02,0.022,0.021,0.027,
500,0.021,0.026,0.018,0.023,
600,0.025,0.048,0.023,0.042,
700,0.03,0.035,0.024,0.031,
800,0.034,0.329,0.035,0.062,
900,0.039,0.572,0.024,0.037,
1000,0.2,0.05,0.04,0.062,
1100,0.086,0.157,0.035,0.05,
1200,0.054,0.102,0.044,0.057,
1300,0.059,0.067,0.045,0.069,
1400,0.065,0.071,0.068,0.078,
1500,0.07,0.078,0.068,0.106,
1600,0.075,0.084,0.056,0.086,
1700,0.081,0.143,0.066,0.074,
1800,0.09,0.148,0.085,0.095,
1900,0.233,0.503,3.591,0.125,
2000,0.144,0.259,0.153,0.43,
2100,0.101,0.234,0.189,0.152,
2200,0.108,0.131,0.147,0.759,
2300,0.124,0.179,0.115,0.18,
2400,0.137,0.146,0.096,0.116,
2500,0.124,0.326,0.159,0.447,
2600,0.131,0.216,0.107,0.131,
2700,0.121,0.194,0.089,0.107,
2800,0.13,0.175,0.114,0.246,
2900,3.48,0.228,0.104,0.11,
3000,0.147,0.203,0.048,0.062,
3100,0.497,0.35,0.146,0.169,
3200,0.172,0.277,0.147,0.134,
3300,0.172,6.212,0.096,0.187,
3400,1.321,0.215,0.141,0.134,
3500,0.431,3.388,0.115,0.16,
3600,0.235,0.436,0.384,0.209,
3700,0.257,0.437,0.107,0.132,
3800,0.284,0.442,0.091,0.14,
3900,1.878,1.72,0.133,0.237,
4000,1.836,2.134,0.146,0.191,
4100,0.333,1.33,0.149,0.21,
4200,0.248,0.373,0.153,0.459,
4300,0.23,2.815,2.903,0.159,
4400,0.307,0.478,0.499,0.272,
4500,0.321,0.962,0.136,0.251,
4600,0.354,0.775,0.196,0.263,
4700,0.414,0.601,0.207,1.141,
4800,0.742,1.469,0.578,0.259,
4900,3.97,1.238,0.197,0.312,
5000,0.345,0.675,0.302,0.371,
5100,0.229,0.87,0.159,0.215,
5200,1.471,1.247,0.668,0.436,
5300,0.856,2.415,0.23,0.283,
5400,0.903,2.026,3.072,0.593,
5500,2.501,0.991,0.267,0.371,
5600,0.6,1.986,0.265,0.404,
5700,0.853,0.781,0.563,0.667,
5800,4.803,6.657,0.606,0.385,
5900,4.531,0.532,0.211,0.251,
6000,3.679,1.287,0.455,0.236,
6100,6.251,2.864,0.163,0.81,
6200,2.628,2.944,0.273,0.228,
6300,8.273,0.986,0.71,1.021,
6400,0.495,0.914,0.411,0.46,
6500,0.972,4.123,0.377,0.504,
6600,4.546,5.015,0.907,1.642,
6700,0.642,2.118,0.367,0.352,
6800,0.658,2.737,0.868,0.435,
6900,1.397,2.405,0.684,1.203,
7000,10.858,0.809,0.279,0.513,
7100,7.521,0.72,0.315,1.178,
7200,2.895,3.319,0.533,0.445,
7300,3.493,1.306,0.608,0.335,
7400,2.885,2.135,0.299,1.218,
7500,2.082,1.172,0.301,1.131,
7600,6.782,4.498,0.441,0.708,
7700,6.764,4.68,1.222,1.49,
7800,1.8,10.002,0.525,0.517,
7900,1.015,1.264,0.862,1.25,
8000,1.256,7.765,1.718,0.991,
8100,33.064,18.706,4.061,2.56,
8200,21.053,12.229,0.645,0.767,
8300,1.026,1.624,0.457,0.614,
8400,17.719,1.16,0.467,0.775,
8500,10.223,3.254,1.54,0.889,
8600,2.229,5.611,0.691,1.245,
8700,18.657,5.226,3.713,2.435,
8800,4.338,6.054,1.177,1.05,
8900,15.486,2.562,1.021,2.836,
9000,1.191,7.367,1.495,1.194,
9100,3.333,3.486,0.546,0.524,
9200,6.329,2.536,1.554,1.524,
9300,1.48,13.119,0.704,0.765,
9400,1.371,7.197,1.354,3.786,
9500,11.236,8.11,0.687,0.739,
9600,4.788,10.94,1.252,3.344,
9700,3.528,1.167,0.889,1.092,
9800,2.318,4.614,0.356,1.534,
9900,3.335,3.524,3.407,4.651,
10000,20.862,7.119,1.559,5.344,
