#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.0046,0.0181,0.00575,0.00645,
200,0.01645,0.0344,0.028,0.0171,
300,0.0169,0.0184,0.01655,0.18175,
400,0.0097,0.10175,0.01665,0.0414,
500,0.06625,0.0703,0.02145,0.0491,
600,0.02885,0.12415,0.10185,0.0356,
700,0.11975,0.0397,0.03065,0.05175,
800,0.0187,0.2257,0.02085,0.02625,
900,0.1232,0.1519,0.0355,0.03125,
1000,0.01565,0.04245,0.1592,0.03625,
1100,0.0985,0.3766,0.45435,0.18905,
1200,0.16715,0.116,0.26515,1.0414,
1300,0.25805,0.36485,0.23055,0.59865,
1400,0.3208,0.4511,0.4402,0.24675,
1500,0.02525,0.5274,0.0387,0.1275,
1600,0.1186,0.0726,0.03925,0.17335,
1700,0.34935,0.5091,0.09355,0.27295,
1800,0.23685,0.3276,0.0772,0.27935,
1900,0.0322,0.76885,0.2708,0.29135,
2000,0.07525,0.0685,0.0397,0.2834,
2100,0.08445,0.19375,0.21965,0.17945,
2200,0.13975,1.11655,0.18885,0.2124,
2300,0.07265,1.9142,0.12315,0.25515,
2400,0.0561,0.7577,0.33355,0.41585,
2500,0.2795,0.3789,0.1462,0.1251,
2600,0.5984,0.2666,0.0591,0.5963,
2700,0.02415,0.4533,0.06595,0.3811,
2800,0.1609,0.56795,0.45475,0.17175,
2900,0.0756,0.23385,0.06095,0.6149,
3000,0.7661,0.63985,0.107,0.7177,
3100,0.1821,0.3572,0.0762,0.13455,
3200,0.0341,0.29,0.58015,0.2282,
3300,0.56775,0.11125,0.0501,0.07065,
3400,0.09075,0.7463,0.08145,0.0879,
3500,0.71905,1.34865,0.70095,0.413,
3600,0.4107,0.6371,0.3346,1.00895,
3700,0.0849,0.51145,0.2294,1.7606,
3800,0.0439,0.9834,0.1143,0.4876,
3900,0.2272,0.5582,0.3611,0.5277,
4000,0.3591,0.63845,0.21,0.5338,
4100,0.10435,0.4764,0.5515,0.89655,
4200,0.77165,2.1481,0.2244,0.4493,
4300,0.52365,0.8733,0.4362,0.42425,
4400,1.06285,0.6713,0.3355,0.18865,
4500,1.19365,1.2642,0.7691,0.25615,
4600,0.69465,0.6543,0.98675,0.8671,
4700,0.4493,0.8729,0.55525,0.50035,
4800,0.0589,0.8572,0.60625,0.4019,
4900,0.69355,0.8706,0.21285,0.48965,
5000,0.24055,1.35205,0.10895,0.90815,
5100,0.13455,0.6855,0.22175,0.59505,
5200,0.2334,0.96825,0.1703,1.30955,
5300,0.4521,1.3539,0.28475,0.21195,
5400,0.4552,1.3846,0.4174,0.4245,
5500,0.0952,1.88705,0.3482,0.3084,
5600,1.15205,2.04375,0.52655,0.7557,
5700,0.1146,0.5703,0.31195,0.5109,
5800,0.2102,0.53305,0.32255,1.8486,
5900,1.33595,0.70925,0.7512,0.55245,
6000,0.25655,0.9635,0.1552,1.54715,
6100,0.9441,3.44195,0.3087,0.6307,
6200,0.3332,1.25995,0.33885,0.84305,
6300,0.12655,0.51865,0.6507,1.4826,
6400,0.55865,1.26385,0.4733,0.65455,
6500,0.1692,1.30605,0.29365,0.81075,
6600,0.4019,1.3003,0.96455,0.5579,
6700,0.2357,1.3704,0.7814,0.2655,
6800,0.566,0.8901,0.56145,0.74125,
6900,0.27835,1.83105,0.6908,0.80935,
7000,0.85595,1.18095,0.1339,0.5414,
7100,0.6822,1.12135,0.11255,0.61775,
7200,0.798,1.03015,0.51505,0.33025,
7300,1.1371,2.33195,0.65255,1.16375,
7400,0.7559,1.3917,0.31515,1.0302,
7500,0.40465,1.7807,0.3838,0.80315,
7600,0.5899,2.3579,0.22655,1.4231,
7700,0.1776,1.9047,0.50235,0.9427,
7800,0.8483,1.15115,0.4731,0.6388,
7900,1.02935,0.9928,0.4248,1.50225,
8000,0.5706,0.87425,0.3615,1.01285,
8100,1.76075,1.6232,0.30555,2.14825,
8200,0.21075,2.2861,1.5802,1.4729,
8300,3.01345,2.6722,0.8958,0.79315,
8400,1.04025,1.2765,1.25595,0.6275,
8500,0.6967,1.6537,0.4197,0.61215,
8600,0.48,1.55955,0.2291,2.16725,
8700,0.15075,2.3619,0.63545,0.86025,
8800,1.0314,2.21445,0.17355,1.0324,
8900,0.28635,1.11615,0.89375,0.74155,
9000,0.2616,1.36635,0.1071,1.6114,
9100,0.38395,1.46635,0.12765,1.1013,
9200,1.22215,1.5607,0.2797,1.918,
9300,1.4142,1.163,1.24395,1.53745,
9400,0.82705,1.40875,0.33745,0.51055,
9500,2.43255,1.28295,0.5938,1.1481,
9600,1.33145,1.6085,0.72165,1.47505,
9700,0.51825,2.32515,0.6779,0.82245,
9800,1.48405,0.2775,0.849,0.7064,
9900,1.4379,0.92555,0.3892,2.29365,
10000,0.8784,2.2681,0.743,0.9627,
