#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.014,0.036,0.129,0.113,
200,0.096,0.08,0.071,0.113,
300,0.05,0.055,0.042,0.815,
400,0.378,0.056,0.137,0.049,
500,0.097,0.078,0.068,0.061,
600,0.327,0.086,0.084,0.073,
700,0.065,0.197,0.147,0.124,
800,0.078,0.11,0.127,0.1,
900,0.083,0.115,0.491,0.169,
1000,0.125,0.139,0.105,0.118,
1100,0.275,0.892,0.174,1.474,
1200,3.215,0.162,0.235,0.206,
1300,0.268,0.67,0.337,1.262,
1400,0.469,0.416,0.439,2.09,
1500,0.294,3.38,1.044,1.385,
1600,0.421,6.951,4.074,1.767,
1700,0.327,0.407,0.345,1.021,
1800,0.411,0.965,0.64,0.92,
1900,0.376,0.522,0.736,0.503,
2000,0.417,1.486,2.177,0.626,
2100,0.419,0.413,0.685,2.406,
2200,0.469,0.873,3.289,7.054,
2300,0.575,2.005,0.978,2.979,
2400,4.962,0.677,7.077,3.116,
2500,5.383,2.866,0.813,1.698,
2600,0.604,7.485,7.723,3.633,
2700,1.103,0.592,4.315,0.994,
2800,0.869,2.858,5.338,2.573,
2900,6.186,2.649,5.635,7.198,
3000,2.005,0.701,7.493,6.925,
3100,1.075,0.693,3.011,3.384,
3200,0.72,1.225,4.351,2.815,
3300,3.542,0.698,4.161,5.16,
3400,1.753,1.758,0.799,1.418,
3500,1.798,1.187,1.972,3.136,
3600,1.051,2.175,1.345,1.187,
3700,1.985,16.59,1.449,5.996,
3800,5.438,1.218,1.339,3.423,
3900,4.172,1.661,1.275,10.54,
4000,4.438,6.098,3.084,4.609,
4100,7.801,3.621,1.126,3,
4200,2.125,2.431,3.921,12.451,
4300,4.068,1.181,2.472,6.732,
4400,0.822,2.193,0.643,0.658,
4500,1.017,2.182,1.584,1.568,
4600,2.457,2.312,4.308,4.246,
4700,1.898,1.009,11.043,1.051,
4800,2.418,2.089,1.738,3.107,
4900,2.17,0.821,5.773,2.834,
5000,1.755,0.978,1.76,4.124,
5100,2.669,1.51,1.396,2.526,
5200,4.081,0.921,0.946,1.074,
5300,3.756,2.88,1.031,1.944,
5400,6.355,1.241,2.235,3.193,
5500,10.663,0.944,0.814,1.498,
5600,5.01,3.649,1.094,1.322,
5700,2.92,0.842,0.87,1.368,
5800,4.654,1.469,1.068,1.56,
5900,9.118,1.804,1.109,1.113,
6000,1.566,1.482,2.214,21.895,
6100,6.849,0.907,6.672,3.137,
6200,1.334,1.194,0.926,3.306,
6300,1.391,3.58,3.264,17.916,
6400,2.918,3.433,3.266,4.48,
6500,3.694,0.991,9.327,1.815,
6600,6.45,0.996,1.42,1.606,
6700,3.529,1.511,1.406,1.457,
6800,4.321,1.268,9.229,1.7,
6900,4.52,1.764,1.507,7.13,
7000,8.039,1.612,5.736,2.022,
7100,9.805,1.42,2.072,5.467,
7200,2.777,2.266,1.264,1.682,
7300,7.469,1.101,1.202,1.361,
7400,4.721,2.419,1.08,2.094,
7500,1.839,3.052,2.471,21.447,
7600,2.915,1.901,4.395,13.634,
7700,14.299,1.282,2.233,2.861,
7800,6.735,2.338,1.317,1.458,
7900,5.097,2.657,1.725,1.86,
8000,6.527,2.347,5.699,7.129,
8100,10.772,2.365,1.791,1.644,
8200,3.089,1.546,4.716,7.443,
8300,2.387,2.376,8.588,2.621,
8400,12.626,3.064,13.812,13.27,
8500,2.347,2.434,2.933,5.225,
8600,9.506,1.69,15.445,7.533,
8700,8.404,2.829,6.571,5.298,
8800,6.994,2.974,3.287,1.91,
8900,11.282,1.953,3.528,6.002,
9000,2.44,2.258,6.058,3.498,
9100,6.713,2.75,3.779,15.68,
9200,6.679,2.384,3.42,5.549,
9300,2.585,1.725,2.979,1.778,
9400,8.318,2.602,5.345,9.739,
9500,16.552,2.532,10.456,2.071,
9600,21.749,2.312,6.215,2.254,
9700,5.993,2.481,2.32,2.417,
9800,4.89,2.514,5.692,12.035,
9900,15.724,2.557,16.869,4.355,
10000,14.605,2.051,7.167,2.038,
