#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,0.065,0.014,0.203,0.013,
200,0.135,0.148,0.338,0.193,
300,0.025,0.047,0.099,0.032,
400,0.07,0.046,0.046,0.041,
500,0.043,0.052,0.037,0.134,
600,0.081,0.089,0.081,0.087,
700,0.149,0.088,0.055,0.065,
800,0.082,0.169,0.082,0.163,
900,0.071,0.134,0.137,0.141,
1000,0.082,1.582,0.111,0.117,
1100,0.13,0.152,0.12,0.161,
1200,0.132,0.193,0.709,0.132,
1300,0.112,0.132,0.256,1.057,
1400,0.632,0.368,0.498,0.231,
1500,0.316,0.79,0.176,0.291,
1600,0.135,0.295,0.278,0.265,
1700,0.183,0.252,0.307,0.718,
1800,0.258,4.666,1.173,0.246,
1900,0.666,0.468,0.242,0.906,
2000,0.202,0.706,1.301,4.542,
2100,0.232,0.401,0.698,1.255,
2200,0.304,1.683,1.291,2.349,
2300,0.173,0.486,0.463,0.432,
2400,0.277,0.514,3.473,1.431,
2500,0.498,0.43,0.325,0.985,
2600,0.871,2.113,0.05,0.087,
2700,0.132,1.354,0.325,0.043,
2800,0.853,0.493,0.043,0.039,
2900,0.143,2.714,0.03,0.147,
3000,0.185,0.392,0.164,0.041,
3100,0.056,1.712,0.024,0.046,
3200,0.075,1.239,0.047,0.128,
3300,0.282,1.161,0.149,0.053,
3400,0.205,1.336,0.024,0.044,
3500,0.359,3.728,0.062,0.234,
3600,0.181,1.261,0.068,0.127,
3700,1.146,3.769,0.039,0.057,
3800,0.086,1.357,0.097,0.051,
3900,0.836,4.588,0.145,1.119,
4000,0.173,0.619,0.051,0.056,
4100,0.152,2.465,0.052,0.343,
4200,1.686,0.842,0.04,0.043,
4300,0.127,0.685,0.041,0.058,
4400,0.336,2.595,0.23,0.153,
4500,0.303,1.797,0.058,0.065,
4600,0.597,2.79,0.059,0.041,
4700,0.367,2.393,0.076,0.248,
4800,1.051,2.425,0.091,0.135,
4900,2.861,1.324,1.169,1.981,
5000,2.486,0.954,6.657,2.027,
5100,4.022,6.508,0.38,1.576,
5200,1.217,6.671,3.952,8.668,
5300,7.264,2.103,0.617,3.971,
5400,12.304,6.754,4.869,2.662,
5500,1.703,1.983,0.891,3.904,
5600,1.267,0.941,1.83,12.197,
5700,7.242,2.936,3.686,14.265,
5800,1.479,0.867,0.791,1.046,
5900,2.611,1.9,3.209,2.1,
6000,12.25,1.141,1.637,1.228,
6100,5.364,1.204,4.507,3.822,
6200,8.797,5.211,7.13,13.009,
6300,1.515,1.424,2.102,4.903,
6400,6.572,4.833,1.082,1.348,
6500,1.621,2.783,1.244,1.203,
6600,11.393,15.283,0.651,2.261,
6700,8.318,4.381,0.726,0.777,
6800,2.3,1.849,0.675,2.829,
6900,4.1,8.6,5.624,3.366,
7000,4.751,4.244,1.302,3.193,
7100,6.296,1.475,3.773,10.538,
7200,4.019,1.609,1.201,4.615,
7300,12.087,2.227,4.888,5.772,
7400,7.096,4.099,2.971,2.615,
7500,2.027,4.107,0.613,1.368,
7600,2.898,1.308,2.279,4.673,
7700,4.05,7.646,1.025,8.012,
7800,7.522,1.762,3.565,5.216,
7900,13.407,2.125,14.751,2.345,
8000,5.838,3.363,4.675,2.61,
8100,11.874,7.304,4.725,4.932,
8200,5.298,1.406,1.567,1.512,
8300,4.014,1.696,3.012,3.422,
8400,3.955,4.575,2.554,1.472,
8500,4.837,4.727,0.957,2.813,
8600,6.966,1.882,1.907,2.398,
8700,13.32,2.306,4.806,7.056,
8800,8.939,1.733,5.77,3.659,
8900,7.572,1.727,4.908,4.19,
9000,6.709,1.995,4.984,1.821,
9100,11.617,19.748,4.182,3.582,
9200,29.859,7.15,3.916,3.083,
9300,11.396,10.079,10.33,7.759,
9400,6.176,2.07,7.625,6.764,
9500,10.672,4.787,3.611,9.653,
9600,18.986,11.087,8.556,4.977,
9700,4.181,2.439,1.25,4.86,
9800,5.991,5.27,1.355,4.182,
9900,5.021,2.118,1.611,2.848,
10000,2.826,1.985,1.416,6.41,
