1	0.673	2.987	7908.39	
2	5.645	40.584	95532.8	
3	8.82	101.951	46036.1	
4	53.126	239.605	34833.5	
5	67.188	296.615	23288.6	
6	137.068	408.757	116164	
7	160.4	538.857	178557	
8	218.69	612.431	155703	
9	189.016	1084.21	240298	
10	274.869	1065.57	279835	
11	271.518	1081.69	322456	
12	279.514	843.527	227411	
13	252.584	882.202	192544	
14	245.81	853.563	239545	
15	242.662	825.176	243134	
16	301.525	806.768	261288	
17	290.265	932.532	237599	
18	249.826	813.928	235380	
19	253.111	826.256	352592	
20	285.697	1169	341440	
21	242.414	813.338	291020	
22	348.055	820.931	296393	
23	244.56	868.298	268650	
24	281.288	808.373	273900	
25	249.008	812.619	284987	
26	264.734	813.329	374843	
27	334.458	987.023	472763	
