5	57.915	9.554	1.251	
10	884.365	8.961	0.676	
15	4073.77	2.272	0.395	
20	8208.14	11.37	2.958	
25	10933.3	4.039	0.948	
30	12630.3	21.357	37.947	
35	13463	5.816	1.696	
40	14068.5	46.426	0.959	
45	14361.8	9.165	3.384	
50	14515.3	5.31	0.464	
55	14730.5	9.751	1.447	
60	14873.8	65.558	54.281	
65	14953.9	34.365	0.922	
70	15109.3	9.748	1.433	
75	15292.7	9.644	1.344	
80	15460.4	10.24	0.913	
85	15691.2	10.229	0.919	
90	15813.8	10.028	0.85	
95	15923.1	10.185	0.901	
100	15999.1	10.236	0.908	
105	16051.9	10.203	0.893	
110	16521.9	10.169	0.897	
115	16406.7	5.418	0.66	
120	16514	12.184	1.096	
125	16419.4	12.544	33.653	
130	16558.2	2.473	0.594	
135	16442.3	9.746	1.446	
140	16285.2	26.489	44.514	
145	16547.6	2.465	0.628	
150	16514.8	61.258	0.645	
155	16306	2.34	0.524	
160	16294.5	10.232	0.88	
165	16564.2	8.261	8.267	
170	16470.1	38.813	26.673	
175	16521.7	100.628	44.983	
180	16637.8	196.762	139.352	
185	17030.9	490.26	372.15	
190	17094.4	773.871	451.154	
195	18047.4	1951.95	1307.16	
200	21251.4	4845.56	5671.37	
205	28118.5	9494.98	16286.3	
210	39558.3	16963.5	34083.7	
215	52932.9	28319	81116.6	
220	62888.9	44067.4	281679	
225	73819.7	62628.2	482333	
230	130860	88606.1	610894	
235	150756	122157	909232	
240	169256	152755	1.00173e+06	
245	185093	175548	1.66296e+06	
250	196279	192211	1.80999e+06	
255	203969	199794	1.95808e+06	
260	210413	210628	2.01667e+06	
265	214336	215427	2.00421e+06	
270	215748	217597	2.04621e+06	
275	216751	218358	2.04218e+06	
280	217567	218939	2.00181e+06	
285	217453	219419	1.99946e+06	
290	217769	219763	2.0488e+06	
295	216980	219620	2.03264e+06	
300	217617	219977	2.02874e+06	
305	217394	219757	2.04693e+06	
310	217716	219360	2.00122e+06	
315	217801	219551	2.02919e+06	
320	218007	219211	2.04525e+06	
325	218184	219312	2.04635e+06	
330	217654	219104	2.05012e+06	
335	218366	219416	2.03997e+06	
340	217952	219122	2.05483e+06	
345	217888	220156	2.04362e+06	
350	216996	219447	2.03643e+06	
355	218060	219925	2.04182e+06	
