1	262883	5.23341e+06	4.00536e+06	
2	255388	5.1405e+06	4.00423e+06	
3	278237	5.1643e+06	4.05004e+06	
4	254900	5.15289e+06	4.01185e+06	
5	298550	5.18824e+06	4.01152e+06	
6	281522	5.16355e+06	4.01554e+06	
7	277739	5.14414e+06	4.04336e+06	
8	297766	5.21681e+06	4.00578e+06	
9	295303	5.23021e+06	4.04954e+06	
10	298027	5.14971e+06	4.02559e+06	
11	297356	5.14672e+06	4.03339e+06	
12	245861	5.15684e+06	4.00043e+06	
13	284815	5.20094e+06	4.01758e+06	
14	281617	5.16656e+06	4.03251e+06	
15	295781	5.18505e+06	4.00761e+06	
16	278750	5.16701e+06	4.00191e+06	
17	276139	5.21004e+06	4.00001e+06	
18	290106	5.15923e+06	3.9945e+06	
19	252503	5.14629e+06	4.0438e+06	
20	262843	5.2104e+06	4.04362e+06	
21	272758	5.14296e+06	4.01043e+06	
22	295720	5.17174e+06	4.06023e+06	
23	290569	5.14765e+06	4.01365e+06	
24	291312	5.15311e+06	3.99531e+06	
25	284760	5.20466e+06	4.03448e+06	
26	287646	5.13867e+06	4.01876e+06	
27	284544	5.14397e+06	4.02067e+06	
