1	6373.29	28840	20684	
2	6107.97	28570.1	20425.8	
3	6265.05	28699.3	20538.7	
4	5851.48	28356.4	19993.6	
5	6345.4	28809.3	20536.8	
6	6273.92	29238.5	20678.6	
7	6390.8	29112.1	20702.5	
8	6299.72	28939.5	20534.1	
9	6293.4	28904.2	20506.8	
10	6449.58	29039.5	20739.6	
11	6189.12	29162.7	20646.6	
12	6352.04	29008.1	20661.3	
13	6261.46	28822.6	20504	
14	6065.15	28697.1	20081.8	
15	6133.19	29160.6	20600.6	
16	6117.59	28669.6	20171.7	
17	6088.49	28993.5	20453	
18	6802.91	29588.1	21024.7	
19	6263.05	29130.1	20705.4	
20	6215.55	29104.9	20520.4	
21	5954.81	29094.6	20682.3	
22	6359.78	29259.3	20808.2	
23	5955.51	28728.3	20260.6	
24	6330.76	29249.6	20876.2	
25	6190.34	29020.7	20602.2	
26	5731.92	28960	20423.4	
27	6216.69	28934.9	20652	
28	6232.64	29167.9	20678.8	
29	6179.35	28766.2	20348.5	
30	6199.95	28822	20601.6	
31	5997.79	28790.6	20460.5	
32	6433.88	29132.7	20674.2	
