#Points,Metric Tree,KD Tree,FassT,FassT w/ Gating,
100,100,199,83,83,
200,200,399,168,168,
300,299,599,214,214,
400,399,799,292,292,
500,499,999,332,332,
600,250,1196,76,76,
700,312,1392,76,77,
800,330,1594,94,94,
900,368,1790,143,143,
1000,432,1990,85,85,
1100,487,2186,150,150,
1200,479,2394,117,117,
1300,582,2593,115,115,
1400,562,2789,150,150,
1500,527,2991,165,165,
1600,656,3187,167,167,
1700,759,3383,124,124,
1800,827,3580,153,153,
1900,858,3779,241,241,
2000,832,3975,142,142,
2100,744,4179,146,146,
2200,987,4375,134,134,
2300,2297,4599,1113,1113,
2400,2393,4799,1205,1205,
2500,2498,4999,1324,1324,
2600,2596,5199,1168,1168,
2700,2690,5399,1295,1295,
2800,2793,5599,938,938,
2900,2892,5799,1014,1014,
3000,2997,5999,1243,1243,
3100,3095,6198,1995,1995,
3200,3194,6398,1662,1662,
3300,3295,6598,1451,1451,
3400,3391,6798,1852,1852,
3500,3498,6998,1300,1300,
3600,3594,7198,1743,1743,
3700,3698,7398,1826,1826,
3800,3792,7598,1698,1698,
3900,3889,7798,1656,1656,
4000,3989,7998,1950,1950,
4100,4096,8198,2396,2396,
4200,4192,8398,1762,1762,
4300,4296,8598,1872,1872,
4400,2040,8760,358,358,
4500,1599,8957,275,275,
4600,1646,9159,541,541,
4700,1624,9356,223,223,
4800,2300,9561,253,253,
4900,1749,9761,226,226,
5000,2142,9957,333,333,
5100,2109,10155,146,146,
5200,1895,10360,395,395,
5300,2542,10559,337,337,
5400,1942,10754,336,336,
5500,1984,10954,250,250,
5600,2140,11158,246,246,
5700,2644,11358,554,554,
5800,2072,11563,308,308,
5900,2611,11761,497,532,
6000,2772,11956,244,244,
6100,2801,12154,378,378,
6200,2415,12352,240,240,
6300,2940,12553,409,415,
6400,2953,12749,318,318,
6500,2509,12949,290,290,
6600,2967,13146,526,526,
6700,2810,13345,379,379,
6800,2918,13543,556,556,
6900,1678,13742,241,241,
7000,3303,13941,373,373,
7100,2535,14142,470,470,
7200,3232,14343,761,761,
7300,3065,14538,424,424,
7400,2929,14739,404,404,
7500,3414,14938,383,383,
7600,3563,15129,552,552,
7700,3571,15327,378,378,
7800,2277,15529,540,540,
7900,2830,15728,310,310,
8000,2908,15927,595,595,
8100,3813,16121,398,398,
8200,3840,16319,650,650,
8300,3906,16520,396,396,
8400,3006,16719,478,491,
8500,3570,16919,613,613,
8600,3896,17122,498,504,
8700,4064,17320,311,358,
8800,4234,17521,421,422,
8900,3233,17726,336,336,
9000,3790,17924,445,495,
9100,4204,18123,404,404,
9200,4239,18325,241,241,
9300,4324,18524,640,640,
9400,4241,18726,247,247,
9500,4536,18926,252,252,
9600,4624,19123,368,368,
9700,3905,19326,811,811,
9800,2887,19529,373,373,
9900,4513,19723,193,193,
10000,3585,19926,381,381,
