#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,98,195,61,64,
200,178,376,74,79,
300,224,554,82,88,
400,266,736,119,97,
500,353,899,131,140,
600,425,1090,151,155,
700,533,1255,170,177,
800,565,1433,203,201,
900,605,1625,207,214,
1000,681,1782,255,215,
1100,467,1809,160,194,
1200,537,2022,187,223,
1300,577,2199,201,228,
1400,604,2308,201,232,
1500,706,2461,237,280,
1600,744,2604,226,275,
1700,570,2568,184,224,
1800,550,2697,197,194,
1900,714,2842,235,231,
2000,634,2946,215,271,
2100,786,3083,241,278,
2200,799,3162,218,306,
2300,765,3394,209,287,
2400,739,3471,295,288,
2500,833,3696,283,259,
2600,871,3733,243,406,
2700,813,3915,284,319,
2800,959,4028,273,314,
2900,932,4144,369,338,
3000,997,4298,343,322,
3100,956,4380,265,407,
3200,1086,4486,378,335,
3300,966,4678,364,355,
3400,1053,4770,402,413,
3500,1189,4938,287,355,
3600,1036,5149,371,386,
3700,1243,5288,294,438,
3800,1213,5401,407,378,
3900,1231,5517,442,445,
4000,1213,5521,369,430,
4100,1207,5687,415,520,
4200,1316,5871,387,544,
4300,1380,6067,417,471,
4400,1546,6223,450,378,
4500,1371,6461,432,593,
4600,1365,6619,464,546,
4700,1664,6709,481,562,
4800,1658,6822,500,620,
4900,1559,6980,437,546,
5000,1417,7072,458,445,
5100,1698,7258,470,651,
5200,1546,7425,484,634,
5300,1560,7487,515,614,
5400,1918,7697,500,607,
5500,1897,7818,578,570,
5600,1732,7926,526,542,
5700,1683,8094,534,742,
5800,1776,8129,622,676,
5900,1800,8240,586,620,
6000,1941,8356,541,562,
6100,1872,8577,645,798,
6200,2008,8895,670,619,
6300,2058,8884,594,806,
6400,2042,9003,636,620,
6500,2176,9248,553,775,
6600,2060,9341,541,685,
6700,2039,9452,718,734,
6800,2154,9511,708,777,
6900,2218,9732,644,771,
7000,2560,9763,701,679,
7100,1320,6824,393,576,
7200,1296,6847,324,478,
7300,1355,6930,481,548,
7400,1509,6949,405,606,
7500,1465,7056,464,720,
7600,1374,7139,418,835,
7700,1434,7317,423,659,
7800,1699,7338,490,520,
7900,1490,7468,354,603,
8000,1554,7524,467,786,
8100,1481,7653,494,497,
8200,1494,7721,527,619,
8300,1648,7812,591,764,
8400,1616,7921,445,791,
8500,1745,8333,505,593,
8600,1084,5107,369,614,
8700,1248,5071,340,602,
8800,1298,5122,342,758,
8900,1229,5189,390,638,
9000,1255,5264,363,768,
9100,1061,5292,352,802,
9200,1248,5424,307,623,
9300,1233,5381,320,502,
9400,1407,5481,339,664,
9500,1185,5399,367,666,
9600,1157,5457,406,664,
9700,1196,5458,370,626,
9800,1177,5538,415,833,
9900,1329,5532,379,707,
10000,1305,5505,434,652,
