#Points,Metric Tree,KD Tree,FassT,FassT w/ Gating,
100,100,199,97,97,
200,200,399,200,200,
300,300,599,295,295,
400,400,799,372,372,
500,500,999,411,411,
600,600,1199,551,551,
700,700,1399,624,624,
800,800,1599,673,673,
900,900,1799,750,750,
1000,999,1999,768,768,
1100,1100,2199,927,927,
1200,1200,2399,988,988,
1300,1300,2599,1285,1285,
1400,1400,2799,1374,1374,
1500,1500,2999,1483,1483,
1600,1600,3199,1570,1570,
1700,1700,3399,1688,1688,
1800,1800,3599,1782,1782,
1900,1900,3799,1881,1881,
2000,2000,3999,1979,1979,
2100,2100,4199,2058,2058,
2200,2200,4399,2141,2141,
2300,2300,4599,2219,2219,
2400,2400,4799,2369,2369,
2500,2500,4999,2464,2464,
2600,2600,5199,2572,2572,
2700,2700,5399,2664,2664,
2800,2800,5599,2746,2746,
2900,2900,5799,2862,2862,
3000,3000,5999,2933,2933,
3100,3100,6199,3059,3059,
3200,3200,6399,3138,3138,
3300,3300,6599,3223,3223,
3400,3400,6799,3360,3360,
3500,3500,6999,3455,3455,
3600,3600,7199,3536,3536,
3700,3700,7399,3675,3675,
3800,3800,7599,3758,3758,
3900,3900,7799,3829,3829,
4000,4000,7999,3922,3922,
4100,4100,8199,4011,4011,
4200,4200,8399,4157,4157,
4300,4300,8599,4211,4211,
4400,4399,8799,2187,2187,
4500,4500,8999,2926,2926,
4600,4598,9199,3031,3031,
4700,4700,9399,2801,2801,
4800,4799,9599,3080,3080,
4900,4899,9799,3181,3181,
5000,4999,9999,3322,3322,
5100,5100,10199,3093,3093,
5200,5200,10399,3375,3375,
5300,5298,10599,3516,3516,
5400,5398,10799,3743,3743,
5500,5497,10999,3046,3046,
5600,5600,11199,3253,3253,
5700,5699,11399,3216,3216,
5800,5799,11599,3473,3473,
5900,5898,11799,3283,3283,
6000,5998,11999,3420,3420,
6100,6099,12199,4143,4143,
6200,6197,12399,3455,3455,
6300,6297,12599,3500,3500,
6400,6395,12799,4326,4326,
6500,6500,12999,4793,4793,
6600,6597,13199,4138,4138,
6700,6699,13399,3801,3801,
6800,6799,13599,4304,4304,
6900,6899,13799,2902,2902,
7000,6999,13999,4696,4696,
7100,7097,14199,3658,3658,
7200,7199,14399,4492,4492,
7300,7300,14599,3820,3820,
7400,7399,14799,3774,3774,
7500,7499,14999,5106,5106,
7600,7598,15199,4492,4492,
7700,7697,15399,4251,4251,
7800,7800,15599,3613,3613,
7900,7896,15799,4244,4244,
8000,7997,15999,4259,4259,
8100,8099,16199,4371,4371,
8200,8198,16399,5180,5180,
8300,8299,16599,5253,5253,
8400,8399,16799,4619,4619,
8500,8497,16999,4800,4800,
8600,8598,17199,4967,4967,
8700,8698,17399,3911,3911,
8800,8798,17599,4601,4601,
8900,8897,17799,4254,4254,
9000,8998,17999,4909,4909,
9100,9099,18199,5487,5487,
9200,9198,18399,5433,5433,
9300,9298,18599,3660,3660,
9400,9399,18799,4938,4938,
9500,9499,18999,5484,5484,
9600,9597,19199,5338,5338,
9700,9700,19399,6195,6195,
9800,9800,19599,5276,5276,
9900,9898,19799,6695,6695,
10000,9998,19999,5123,5123,
