#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,36,47,24,30,
200,35,47,19,37,
300,42,55,21,56,
400,49,70,19,64,
500,57,73,24,76,
600,61,82,27,90,
700,71,97,33,129,
800,82,95,32,105,
900,86,104,37,114,
1000,97,111,30,156,
1100,36,53,16,109,
1200,42,51,16,104,
1300,45,57,19,139,
1400,51,66,15,152,
1500,49,59,16,158,
1600,59,62,16,97,
1700,59,70,19,170,
1800,52,73,17,183,
1900,52,70,18,165,
2000,56,73,20,162,
2100,55,77,18,167,
2200,53,84,20,186,
2300,64,84,19,176,
2400,68,87,22,157,
2500,67,88,16,155,
2600,74,86,18,196,
2700,71,86,22,208,
2800,69,87,20,172,
2900,74,92,24,275,
3000,84,90,19,261,
3100,82,93,22,205,
3200,83,93,19,179,
3300,80,94,25,247,
3400,79,94,20,252,
3500,81,90,20,246,
3600,83,93,18,317,
3700,80,93,25,331,
3800,46,62,16,208,
3900,46,64,16,257,
4000,51,75,14,308,
4100,48,67,17,246,
4200,45,61,15,215,
4300,42,60,16,278,
4400,46,65,14,224,
4500,44,59,13,261,
4600,49,72,12,210,
4700,51,69,14,229,
4800,47,75,16,172,
4900,39,71,15,222,
5000,45,75,15,193,
5100,53,76,15,214,
5200,53,77,13,281,
5300,49,72,15,261,
5400,53,84,17,287,
5500,51,85,19,282,
5600,58,85,15,273,
5700,57,85,15,207,
5800,47,83,16,283,
5900,52,86,15,272,
6000,63,77,13,369,
6100,59,76,17,287,
6200,61,83,17,292,
6300,64,83,19,362,
6400,62,86,15,271,
6500,57,86,16,292,
6600,63,80,16,351,
6700,57,88,13,315,
6800,64,92,16,290,
6900,56,87,16,319,
7000,63,87,17,185,
7100,62,92,18,343,
7200,58,89,16,254,
7300,64,95,17,405,
7400,63,78,15,353,
7500,65,78,17,406,
7600,64,100,15,411,
7700,68,86,15,323,
7800,68,86,14,297,
7900,63,88,16,359,
8000,65,83,14,364,
8100,64,88,16,400,
8200,65,94,18,403,
8300,65,99,18,495,
8400,66,94,17,380,
8500,70,90,19,534,
8600,78,95,17,314,
8700,64,95,15,464,
8800,70,97,13,464,
8900,77,96,16,264,
9000,72,98,19,372,
9100,71,94,18,502,
9200,76,105,15,287,
9300,75,102,18,331,
9400,76,102,18,265,
9500,77,102,17,418,
9600,71,106,16,280,
9700,80,102,19,304,
9800,82,101,16,400,
9900,76,102,19,413,
10000,77,100,15,379,
