#Points,Metric Tree,KD Tree,FassT,FassT w/ Gating,
100,99,199,76,76,
200,199,399,116,116,
300,299,599,167,167,
400,399,799,249,249,
500,492,997,204,204,
600,595,1198,231,231,
700,686,1397,249,249,
800,785,1598,432,432,
900,890,1797,273,273,
1000,988,1997,474,474,
1100,1091,2196,408,408,
1200,1192,2399,283,283,
1300,1287,2598,386,386,
1400,1385,2797,594,594,
1500,1490,2997,585,585,
1600,1591,3197,491,491,
1700,1679,3397,498,498,
1800,1784,3597,616,616,
1900,1882,3797,636,636,
2000,1983,3994,644,644,
2100,2092,4195,822,822,
2200,2189,4393,1055,1055,
2300,2278,4595,993,993,
2400,2383,4796,731,731,
2500,2485,4994,919,919,
2600,2583,5194,813,813,
2700,2490,5380,659,659,
2800,2673,5587,823,823,
2900,2733,5784,553,553,
3000,2839,5986,347,347,
3100,3007,6184,907,907,
3200,3048,6381,723,723,
3300,3213,6577,610,610,
3400,3225,6777,807,807,
3500,3432,6977,778,778,
3600,3530,7183,893,893,
3700,3640,7382,708,708,
3800,3740,7583,599,599,
3900,3845,7782,849,849,
4000,3920,7981,674,674,
4100,4015,8179,735,735,
4200,4074,8379,757,757,
4300,4236,8578,747,747,
4400,4268,8771,1217,1217,
4500,4425,8972,749,749,
4600,4545,9173,1180,1180,
4700,4635,9374,1303,1303,
4800,4691,9575,1190,1190,
4900,4810,9776,1020,1020,
5000,4954,9975,1512,1512,
5100,5018,10175,840,840,
5200,5113,10375,1350,1350,
5300,5209,10574,876,876,
5400,5335,10775,1089,1089,
5500,5444,10972,1039,1039,
5600,5520,11172,1166,1166,
5700,5617,11370,1100,1100,
5800,5734,11567,1214,1214,
5900,5813,11768,1029,1029,
6000,5932,11967,834,834,
6100,6004,12167,807,807,
6200,6126,12368,908,908,
6300,6209,12568,1476,1476,
6400,6333,12769,1275,1275,
6500,6406,12964,1120,1120,
6600,6510,13163,1434,1434,
6700,6609,13363,1028,1028,
6800,6717,13561,1462,1462,
6900,6722,13760,1219,1219,
7000,6914,13961,1298,1298,
7100,6980,14160,1399,1399,
7200,7106,14355,846,846,
7300,7210,14556,952,952,
7400,7318,14753,1381,1381,
7500,7429,14953,1362,1362,
7600,7444,15151,798,798,
7700,7574,15349,2143,2143,
7800,7700,15549,1145,1145,
7900,7775,15748,1105,1105,
8000,7897,15949,2126,2126,
8100,7967,16146,1340,1340,
8200,8073,16342,1540,1540,
8300,8184,16545,1904,1904,
8400,8258,16744,1433,1433,
8500,8385,16945,1686,1686,
8600,8464,17148,1466,1466,
8700,8540,17348,1569,1569,
8800,8719,17548,2645,2645,
8900,8794,17749,2447,2447,
9000,8863,17946,1407,1407,
9100,8904,18145,1321,1321,
9200,9116,18350,1653,1653,
9300,9209,18551,1792,1792,
9400,9242,18753,1819,1819,
9500,9363,18955,998,998,
9600,9510,19155,1849,1849,
9700,9551,19358,2037,2037,
9800,9641,19559,933,933,
9900,9744,19763,3496,3496,
10000,9757,19965,1564,1564,
