#Points,Metric Tree,KD Tree,FassT,FassT w/ Gating,
100,98,199,59,59,
200,196,399,73,73,
300,290,598,169,169,
400,390,798,219,219,
500,496,996,226,226,
600,593,1195,215,215,
700,688,1388,228,228,
800,784,1588,284,284,
900,885,1787,330,330,
1000,976,1984,339,339,
1100,1058,2179,289,289,
1200,1166,2381,383,383,
1300,1258,2578,383,383,
1400,1345,2780,463,463,
1500,1444,2976,336,336,
1600,1555,3177,354,354,
1700,1606,3376,365,365,
1800,1739,3577,587,587,
1900,1859,3771,418,418,
2000,1932,3966,520,520,
2100,2022,4166,392,392,
2200,2134,4360,295,295,
2300,2239,4566,723,723,
2400,2343,4764,895,895,
2500,2428,4960,551,551,
2600,2533,5161,733,733,
2700,2626,5359,662,662,
2800,2673,5556,426,426,
2900,2826,5757,671,671,
3000,2922,5955,931,931,
3100,3012,6156,545,545,
3200,3079,6346,524,524,
3300,3218,6546,541,541,
3400,3290,6744,1057,1057,
3500,3425,6940,668,668,
3600,3376,7135,465,465,
3700,3639,7325,579,579,
3800,3728,7525,601,601,
3900,3830,7724,1636,1636,
4000,3798,7921,637,637,
4100,4046,8121,647,647,
4200,3824,8324,596,596,
4300,4268,8565,917,917,
4400,4364,8765,1279,1279,
4500,3692,8864,798,798,
4600,3020,9060,857,857,
4700,3447,9270,417,417,
4800,4113,9475,649,649,
4900,4616,9661,574,574,
5000,4723,9868,363,363,
5100,3747,10070,854,854,
5200,4372,10266,1302,1302,
5300,3871,10459,732,732,
5400,4929,10659,700,700,
5500,5234,10853,646,646,
5600,4798,11042,675,675,
5700,5115,11257,893,893,
5800,4955,11446,419,419,
5900,5261,11649,686,686,
6000,5490,11845,264,264,
6100,5330,12032,910,910,
6200,5851,12222,1806,1806,
6300,4630,12424,554,554,
6400,4743,12617,358,358,
6500,6107,12814,1014,1014,
6600,4487,13001,588,588,
6700,4949,13186,811,811,
6800,6180,13387,382,382,
6900,6263,13593,1291,1291,
7000,5871,13778,611,611,
7100,6003,13980,853,853,
7200,6054,14179,834,834,
7300,6596,14368,1304,1304,
7400,6826,14565,1392,1392,
7500,6391,14752,573,573,
7600,6867,14942,1021,1021,
7700,6479,15139,1909,1909,
7800,6915,15330,795,795,
7900,7217,15516,1100,1100,
8000,5454,15711,1073,1073,
8100,7685,15907,791,791,
8200,7413,16103,846,846,
8300,7077,16309,1248,1248,
8400,7126,16512,1158,1158,
8500,7925,16715,843,843,
8600,7090,16922,623,623,
8700,7895,17110,464,464,
8800,7576,17313,916,916,
8900,7988,17507,474,474,
9000,8444,17692,1091,1091,
9100,8507,17897,902,902,
9200,6765,18102,1453,1453,
9300,8238,18302,995,995,
9400,8248,18505,1498,1498,
9500,8682,18699,1054,1054,
9600,8601,18898,1036,1036,
9700,8466,19101,622,622,
9800,8460,19301,1543,1543,
9900,7054,19503,832,832,
10000,9360,19709,1000,1000,
