#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,35,18,23,17,
200,35,14,19,14,
300,41,17,21,27,
400,47,24,19,32,
500,55,26,24,36,
600,59,29,26,43,
700,67,37,31,74,
800,78,35,31,56,
900,82,40,36,53,
1000,93,43,29,89,
1100,35,12,16,43,
1200,41,11,15,38,
1300,44,14,19,61,
1400,50,19,15,67,
1500,47,15,16,70,
1600,58,16,16,34,
1700,57,20,18,76,
1800,49,21,17,77,
1900,49,20,18,74,
2000,53,20,20,70,
2100,52,22,18,74,
2200,51,27,19,91,
2300,61,27,19,77,
2400,65,27,22,72,
2500,64,27,16,59,
2600,71,27,18,88,
2700,67,27,22,100,
2800,64,27,20,77,
2900,70,29,23,124,
3000,80,28,19,130,
3100,77,29,22,90,
3200,79,30,19,69,
3300,76,30,24,114,
3400,75,30,19,130,
3500,76,28,20,119,
3600,79,29,18,146,
3700,75,29,24,157,
3800,46,14,16,73,
3900,46,15,16,97,
4000,51,19,14,116,
4100,48,15,17,100,
4200,45,13,15,63,
4300,42,13,16,103,
4400,46,15,14,89,
4500,43,12,13,98,
4600,48,17,12,75,
4700,51,15,14,79,
4800,47,18,16,48,
4900,39,16,15,77,
5000,45,19,15,62,
5100,53,19,15,66,
5200,53,20,13,96,
5300,48,16,15,86,
5400,53,21,17,118,
5500,51,21,19,119,
5600,58,21,15,105,
5700,57,21,15,65,
5800,46,20,16,93,
5900,51,21,15,113,
6000,63,19,13,136,
6100,58,19,17,124,
6200,60,22,17,123,
6300,63,23,19,156,
6400,61,25,15,99,
6500,55,25,16,119,
6600,63,21,16,125,
6700,57,26,13,121,
6800,63,27,16,104,
6900,55,25,16,111,
7000,62,25,17,69,
7100,61,26,18,132,
7200,57,24,16,83,
7300,63,26,17,157,
7400,62,21,15,151,
7500,63,21,17,197,
7600,63,29,15,168,
7700,67,24,15,143,
7800,67,24,14,118,
7900,61,25,16,131,
8000,62,23,14,132,
8100,62,24,16,145,
8200,63,27,18,145,
8300,63,28,18,213,
8400,64,27,17,159,
8500,68,27,19,235,
8600,75,29,17,102,
8700,61,29,15,196,
8800,67,30,13,202,
8900,74,29,15,114,
9000,69,30,19,150,
9100,68,27,18,248,
9200,73,31,15,100,
9300,72,31,18,137,
9400,73,31,18,113,
9500,74,31,17,185,
9600,68,34,16,105,
9700,77,32,19,112,
9800,79,31,16,138,
9900,73,31,19,179,
10000,74,30,15,175,
