#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,99,100,61,52,
200,194,198,98,81,
300,283,291,112,80,
400,375,389,156,96,
500,482,484,170,116,
600,562,583,211,141,
700,571,669,184,108,
800,632,766,188,127,
900,730,849,214,127,
1000,833,937,239,137,
1100,871,1028,244,132,
1200,993,1120,246,139,
1300,1095,1229,310,200,
1400,845,1282,204,126,
1500,872,1385,278,132,
1600,1009,1472,277,152,
1700,982,1554,291,158,
1800,1037,1637,281,139,
1900,1034,1718,284,170,
2000,1170,1805,326,169,
2100,1229,1892,323,171,
2200,1249,1986,312,198,
2300,1283,2077,357,200,
2400,1275,2177,339,208,
2500,1563,2270,358,168,
2600,1558,2348,347,191,
2700,1623,2444,496,216,
2800,1616,2542,411,196,
2900,1772,2616,410,208,
3000,1194,2595,303,162,
3100,1191,2660,323,158,
3200,1427,2758,360,155,
3300,1351,2827,327,180,
3400,1373,2922,305,152,
3500,1355,2974,351,174,
3600,1365,3054,374,195,
3700,1763,3139,374,199,
3800,1570,3213,435,188,
3900,1722,3288,400,182,
4000,1883,3348,338,223,
4100,1678,3445,378,187,
4200,1861,3527,341,255,
4300,1787,3608,424,194,
4400,1952,3699,372,218,
4500,1852,3775,443,243,
4600,2102,3882,445,212,
4700,2271,3970,488,264,
4800,1940,4043,438,249,
4900,2099,4142,456,268,
5000,2009,4251,485,253,
5100,2361,4333,460,284,
5200,2194,4391,534,265,
5300,2248,4510,595,282,
5400,2361,4590,590,301,
5500,2383,4657,537,295,
5600,2323,4737,606,292,
5700,2495,4818,564,325,
5800,2477,4903,774,281,
5900,2561,5000,614,337,
6000,2586,5079,596,296,
6100,2528,5139,524,296,
6200,2372,5239,556,302,
6300,2890,5327,634,376,
6400,2740,5405,672,311,
6500,2892,5456,651,368,
6600,2976,5534,729,319,
6700,2928,5607,633,363,
6800,2856,5699,612,327,
6900,3216,5789,640,403,
7000,3084,5848,644,336,
7100,3054,5921,660,299,
7200,3033,5969,662,341,
7300,3023,6048,656,361,
7400,3350,6065,724,349,
7500,3249,6178,697,333,
7600,2855,6236,819,338,
7700,3235,6297,730,339,
7800,3294,6368,746,337,
7900,3536,6468,760,448,
8000,3216,6563,826,419,
8100,3219,6621,661,477,
8200,3553,6723,866,462,
8300,3576,6757,838,404,
8400,3519,6871,761,517,
8500,3900,6963,679,422,
8600,4065,7048,851,375,
8700,3662,7180,788,429,
8800,3408,7275,931,405,
8900,3712,7356,698,452,
9000,3622,7478,824,484,
9100,4175,7544,731,417,
9200,4119,7652,763,482,
9300,4007,7756,776,386,
9400,3797,7827,926,352,
9500,3918,7904,737,409,
9600,4078,8002,851,472,
9700,4089,8082,857,428,
9800,3674,8176,884,416,
9900,4178,8251,894,541,
10000,4584,8329,714,463,
