#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,48,30,28,21,
200,83,46,43,32,
300,115,71,66,46,
400,63,26,35,30,
500,77,29,36,57,
600,77,31,39,44,
700,84,35,38,65,
800,86,32,39,64,
900,87,37,41,60,
1000,101,50,41,56,
1100,115,57,48,85,
1200,106,52,51,79,
1300,125,58,45,85,
1400,140,59,51,109,
1500,131,63,50,96,
1600,134,69,44,74,
1700,148,72,58,115,
1800,154,79,53,119,
1900,156,82,52,110,
2000,138,79,58,151,
2100,173,87,50,116,
2200,166,83,53,167,
2300,179,98,59,122,
2400,183,96,66,128,
2500,190,104,55,135,
2600,130,45,35,100,
2700,126,41,42,124,
2800,129,45,34,136,
2900,131,49,47,105,
3000,128,46,41,112,
3100,136,53,47,158,
3200,156,52,43,140,
3300,142,48,40,97,
3400,146,56,40,138,
3500,166,61,36,173,
3600,153,64,42,158,
3700,159,63,51,197,
3800,135,60,42,177,
3900,151,60,40,213,
4000,154,59,53,252,
4100,176,58,45,147,
4200,161,62,44,154,
4300,172,64,35,171,
4400,152,62,40,118,
4500,176,55,44,257,
4600,182,59,44,269,
4700,191,70,49,153,
4800,168,68,52,379,
4900,172,73,51,193,
5000,201,70,51,173,
5100,191,76,53,171,
5200,206,74,48,250,
5300,185,73,57,261,
5400,188,79,51,177,
5500,195,76,64,192,
5600,183,72,57,221,
5700,209,75,44,306,
5800,214,75,48,168,
5900,230,75,50,316,
6000,187,79,51,301,
6100,210,75,46,237,
6200,190,85,51,285,
6300,215,83,48,322,
6400,211,79,61,241,
6500,223,81,57,384,
6600,106,34,29,117,
6700,113,32,30,107,
6800,107,35,32,222,
6900,115,36,29,188,
7000,114,38,30,235,
7100,116,36,27,317,
7200,131,33,27,228,
7300,124,33,34,225,
7400,119,33,29,239,
7500,110,33,33,97,
7600,110,36,32,311,
7700,112,35,34,275,
7800,105,34,33,250,
7900,123,32,29,293,
8000,107,35,32,333,
8100,127,35,33,279,
8200,143,37,34,265,
8300,117,36,32,176,
8400,128,36,35,228,
8500,138,33,35,269,
8600,123,34,33,256,
8700,137,30,30,178,
8800,143,39,33,118,
8900,123,40,37,223,
9000,131,37,26,377,
9100,136,36,38,282,
9200,134,33,32,209,
9300,129,34,37,257,
9400,133,37,33,276,
9500,144,33,32,278,
9600,149,38,33,210,
9700,134,35,35,252,
9800,146,35,33,348,
9900,122,36,32,478,
10000,124,33,34,429,
