#Points,Metric Tree,KD Tree,FassT,FassT w/ Gating,
100,98,100,59,46,
200,196,200,73,56,
300,290,299,169,123,
400,390,399,219,168,
500,496,497,226,183,
600,593,596,215,154,
700,688,689,228,152,
800,784,789,284,191,
900,885,888,330,214,
1000,976,985,339,246,
1100,1058,1080,289,187,
1200,1166,1182,383,270,
1300,1258,1279,383,231,
1400,1345,1381,463,289,
1500,1444,1477,336,218,
1600,1555,1578,354,221,
1700,1606,1677,365,232,
1800,1739,1778,587,385,
1900,1859,1872,418,280,
2000,1932,1968,520,338,
2100,2022,2068,392,232,
2200,2134,2163,295,144,
2300,2239,2268,723,431,
2400,2343,2365,895,589,
2500,2428,2462,551,365,
2600,2533,2563,733,453,
2700,2626,2660,662,419,
2800,2673,2757,426,238,
2900,2826,2859,671,359,
3000,2922,2956,931,628,
3100,3012,3057,545,320,
3200,3079,3150,524,296,
3300,3218,3248,541,329,
3400,3290,3347,1057,672,
3500,3425,3443,668,363,
3600,3376,3538,465,220,
3700,3639,3628,579,293,
3800,3728,3728,601,287,
3900,3830,3826,1636,1060,
4000,3798,3923,637,313,
4100,4046,4023,647,347,
4200,3824,4126,596,306,
4300,4268,4266,917,618,
4400,4364,4366,1279,836,
4500,3692,4369,798,445,
4600,3020,4466,857,498,
4700,3447,4572,417,195,
4800,4113,4677,649,290,
4900,4616,4766,574,244,
5000,4723,4874,363,180,
5100,3747,4974,854,505,
5200,4372,5071,1302,827,
5300,3871,5165,732,373,
5400,4929,5266,700,392,
5500,5234,5358,646,358,
5600,4798,5452,675,373,
5700,5115,5564,893,503,
5800,4955,5654,419,168,
5900,5261,5754,686,332,
6000,5490,5852,264,88,
6100,5330,5942,910,456,
6200,5851,6035,1806,989,
6300,4630,6134,554,285,
6400,4743,6228,358,163,
6500,6107,6323,1014,523,
6600,4487,6411,588,261,
6700,4949,6499,811,429,
6800,6180,6598,382,156,
6900,6263,6702,1291,633,
7000,5871,6790,611,236,
7100,6003,6891,853,373,
7200,6054,6991,834,433,
7300,6596,7080,1304,631,
7400,6826,7175,1392,788,
7500,6391,7263,573,262,
7600,6867,7354,1021,523,
7700,6479,7450,1909,1075,
7800,6915,7542,795,456,
7900,7217,7630,1100,538,
8000,5454,7724,1073,604,
8100,7685,7819,791,406,
8200,7413,7915,846,401,
8300,7077,8022,1248,638,
8400,7126,8125,1158,515,
8500,7925,8227,843,416,
8600,7090,8332,623,258,
8700,7895,8422,464,228,
8800,7576,8522,916,400,
8900,7988,8617,474,248,
9000,8444,8705,1091,574,
9100,8507,8810,902,399,
9200,6765,8913,1453,735,
9300,8238,9013,995,513,
9400,8248,9117,1498,744,
9500,8682,9213,1054,530,
9600,8601,9312,1036,568,
9700,8466,9414,622,311,
9800,8460,9512,1543,738,
9900,7054,9615,832,410,
10000,9360,9720,1000,478,
