#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,88,91,44,33,
200,179,175,91,59,
300,236,246,84,71,
400,346,346,150,85,
500,420,411,171,99,
600,469,506,180,129,
700,539,599,231,141,
800,373,512,157,84,
900,376,586,144,88,
1000,405,642,158,112,
1100,468,704,173,78,
1200,489,786,210,105,
1300,527,831,193,117,
1400,602,901,201,140,
1500,614,985,233,148,
1600,685,1043,247,142,
1700,645,1111,258,153,
1800,682,1145,296,146,
1900,786,1244,262,187,
2000,579,788,239,130,
2100,582,791,186,131,
2200,595,812,202,119,
2300,517,873,241,130,
2400,571,906,215,178,
2500,449,619,183,152,
2600,445,603,179,159,
2700,473,635,206,159,
2800,528,667,207,142,
2900,576,646,155,119,
3000,676,694,196,207,
3100,648,717,238,184,
3200,708,699,207,150,
3300,615,759,237,151,
3400,708,818,230,141,
3500,742,846,286,155,
3600,678,866,249,154,
3700,756,855,272,250,
3800,689,903,236,185,
3900,749,865,287,177,
4000,675,974,234,184,
4100,723,958,281,201,
4200,849,888,287,180,
4300,843,910,291,168,
4400,836,954,273,299,
4500,865,989,332,208,
4600,838,1009,294,223,
4700,808,1017,330,228,
4800,778,1068,288,216,
4900,819,1086,313,228,
5000,946,1103,339,260,
5100,827,1061,333,207,
5200,943,1123,289,244,
5300,994,1097,309,227,
5400,848,1150,336,279,
5500,1002,1195,328,256,
5600,996,1226,287,227,
5700,893,1260,346,239,
5800,1027,1260,325,227,
5900,991,1287,396,249,
6000,1119,1284,392,323,
6100,1025,1337,338,267,
6200,1044,1365,369,230,
6300,971,1365,364,258,
6400,1127,1401,328,247,
6500,1220,1375,368,253,
6600,1171,1427,411,276,
6700,1190,1373,474,213,
6800,1151,1484,423,359,
6900,937,1452,420,390,
7000,1115,1457,375,351,
7100,1110,1424,395,338,
7200,1268,1479,411,305,
7300,1204,1529,430,361,
7400,1164,1567,435,301,
7500,1350,1464,453,350,
7600,1404,1552,410,229,
7700,1336,1614,514,254,
7800,1212,1598,441,246,
7900,1293,1577,452,328,
8000,1492,1644,525,322,
8100,1281,1567,430,385,
8200,1285,1648,497,302,
8300,1187,1649,468,404,
8400,1417,1725,552,255,
8500,1483,1704,531,457,
8600,1520,1680,470,374,
8700,1436,1692,536,458,
8800,1448,1760,503,500,
8900,1165,794,382,293,
9000,1077,781,348,294,
9100,1133,747,294,402,
9200,1128,738,360,337,
9300,1139,788,435,390,
9400,1091,793,426,263,
9500,1239,771,339,306,
9600,1139,793,412,452,
9700,1152,799,394,306,
9800,1210,816,330,276,
9900,1232,818,362,256,
10000,1374,772,480,365,
