#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,100,100,88,81,
200,200,200,164,147,
300,300,300,179,152,
400,399,400,307,255,
500,497,500,368,321,
600,599,600,366,316,
700,568,696,93,42,
800,661,797,139,72,
900,896,900,227,139,
1000,996,1000,267,166,
1100,1088,1100,342,229,
1200,1195,1199,332,218,
1300,1292,1299,561,371,
1400,1393,1399,580,413,
1500,1483,1499,590,418,
1600,1595,1599,792,550,
1700,1684,1699,486,335,
1800,1781,1799,541,364,
1900,1882,1899,466,321,
2000,1992,1999,832,611,
2100,2091,2099,844,552,
2200,2191,2199,965,677,
2300,2290,2300,689,488,
2400,2391,2400,840,597,
2500,2487,2500,592,357,
2600,2589,2599,917,606,
2700,2685,2700,995,625,
2800,2785,2799,840,551,
2900,2888,2899,839,549,
3000,2981,2999,840,590,
3100,3086,3099,1104,716,
3200,3188,3199,779,537,
3300,3295,3299,922,616,
3400,3381,3399,1249,825,
3500,3490,3499,1091,691,
3600,3586,3599,1084,703,
3700,3680,3699,895,564,
3800,3774,3799,1071,682,
3900,3876,3899,1274,823,
4000,3983,3999,1238,822,
4100,4082,4099,1608,1043,
4200,4185,4199,1577,1078,
4300,4281,4297,1767,1176,
4400,4383,4397,1658,1150,
4500,4479,4496,1437,962,
4600,4572,4596,1970,1412,
4700,4682,4697,1638,1102,
4800,4787,4796,2175,1471,
4900,4889,4898,1645,1130,
5000,4979,4999,2018,1448,
5100,5077,5099,1800,1131,
5200,5182,5197,1441,1001,
5300,5284,5297,1648,1033,
5400,5381,5397,2506,1837,
5500,5479,5497,2401,1676,
5600,5588,5598,1943,1373,
5700,5688,5695,1986,1350,
5800,5772,5797,1824,1215,
5900,5881,5898,1869,1277,
6000,5970,5996,2436,1722,
6100,6063,6096,2650,1800,
6200,6172,6197,1934,1309,
6300,6276,6297,2847,2039,
6400,6371,6396,2354,1702,
6500,6476,6495,2417,1705,
6600,6579,6595,2227,1536,
6700,6678,6693,2516,1710,
6800,6771,6792,3028,2128,
6900,5864,6852,329,158,
7000,5923,6953,1182,609,
7100,5960,7049,660,313,
7200,6233,7149,984,439,
7300,6134,7249,433,173,
7400,6762,7342,784,338,
7500,6921,7444,544,257,
7600,6384,7543,693,345,
7700,7024,7640,551,250,
7800,6575,7739,369,163,
7900,6661,7841,555,232,
8000,5813,7939,1254,601,
8100,7081,8042,673,313,
8200,7500,8141,997,448,
8300,7094,8241,1219,631,
8400,6960,8342,812,366,
8500,7173,8439,875,353,
8600,5212,8538,756,387,
8700,8071,8634,796,367,
8800,8169,8736,1008,432,
8900,6528,8836,755,403,
9000,8013,8938,1491,762,
9100,8238,9037,681,323,
9200,8351,9138,937,458,
9300,8664,9236,624,297,
9400,8015,9336,615,294,
9500,8655,9433,727,426,
9600,8568,9533,1108,501,
9700,8860,9633,1394,771,
9800,7758,9734,1052,511,
9900,8556,9834,1044,509,
10000,8547,9938,1204,520,
