#Points,Metric Tree,KD Tree,FassT,FassT w/ Gating,
100,100,100,100,99,
200,200,200,199,198,
300,300,300,256,231,
400,399,400,336,311,
500,500,500,396,368,
600,599,600,463,420,
700,699,700,471,406,
800,799,800,595,525,
900,899,900,671,559,
1000,999,1000,733,633,
1100,1100,1100,749,666,
1200,1200,1200,656,547,
1300,1300,1300,1004,836,
1400,1400,1400,1137,1024,
1500,1499,1500,1135,941,
1600,1599,1600,1178,994,
1700,1699,1700,1294,1091,
1800,1798,1800,1246,1035,
1900,1900,1900,1431,1213,
2000,1999,2000,1186,1001,
2100,2100,2100,1560,1382,
2200,2199,2200,1512,1298,
2300,2300,2300,1585,1345,
2400,2400,2400,1732,1527,
2500,2500,2500,1765,1428,
2600,445,2583,111,63,
2700,548,2684,76,28,
2800,411,2784,75,24,
2900,619,2886,100,27,
3000,670,2984,114,58,
3100,233,3082,74,36,
3200,504,3182,115,220,
3300,604,3281,104,27,
3400,447,3380,70,60,
3500,536,3476,132,55,
3600,384,3575,109,44,
3700,325,3673,79,29,
3800,292,3770,67,34,
3900,542,3869,135,57,
4000,585,3965,140,61,
4100,521,4064,136,36,
4200,530,4160,79,48,
4300,481,4258,107,33,
4400,539,4360,170,101,
4500,439,4464,84,34,
4600,823,4561,158,58,
4700,724,4662,185,170,
4800,615,4764,74,28,
4900,4893,4900,2129,1591,
5000,4995,5000,2361,1800,
5100,5096,5100,1752,1215,
5200,5195,5200,1872,1320,
5300,5292,5300,2266,1574,
5400,5391,5400,2004,1396,
5500,5493,5500,2464,1820,
5600,5590,5600,2594,1895,
5700,5691,5700,2987,2276,
5800,5797,5800,2154,1501,
5900,5894,5900,2154,1482,
6000,5987,6000,3164,2398,
6100,6093,6100,2527,1844,
6200,6196,6200,3557,2797,
6300,6296,6300,2767,1961,
6400,6391,6400,3104,2332,
6500,6494,6500,2006,1400,
6600,6594,6600,2330,1533,
6700,6693,6700,2203,1599,
6800,6795,6800,2497,1744,
6900,6891,6900,3893,2958,
7000,6994,7000,2672,1768,
7100,7094,7100,3105,2144,
7200,7190,7200,3452,2648,
7300,7292,7300,3010,2069,
7400,7389,7400,2350,1672,
7500,7490,7500,2142,1348,
7600,7592,7600,2788,1984,
7700,7687,7700,3039,2140,
7800,7792,7800,3959,2934,
7900,7890,7900,3047,2372,
8000,7997,8000,3170,2189,
8100,8086,8100,3527,2567,
8200,8192,8200,4098,2878,
8300,8294,8300,3066,2257,
8400,8395,8400,3933,2785,
8500,8495,8500,3148,2231,
8600,8588,8600,2930,2089,
8700,8690,8700,3444,2444,
8800,8791,8800,3508,2523,
8900,8892,8900,4093,3029,
9000,8996,9000,4190,3087,
9100,9092,9100,4126,2971,
9200,9189,9200,4087,3053,
9300,9294,9300,3484,2311,
9400,9395,9400,4411,3054,
9500,9493,9500,3705,2759,
9600,9590,9600,4446,3148,
9700,9692,9700,4090,2945,
9800,9791,9800,4303,3076,
9900,9890,9900,4345,3113,
10000,9988,10000,3940,2922,
