#Points,Metric Tree,KD Tree,FaSST,FaSST w/ Gating,
100,84,84,47,35,
200,174,165,86,53,
300,152,186,81,55,
400,212,243,98,62,
500,286,304,129,85,
600,292,366,134,82,
700,361,428,157,109,
800,233,221,85,58,
900,169,167,86,71,
1000,201,181,83,72,
1100,219,179,101,72,
1200,236,205,112,66,
1300,286,207,100,77,
1400,287,219,117,74,
1500,290,229,123,119,
1600,318,249,129,89,
1700,351,257,128,112,
1800,353,260,145,126,
1900,339,285,133,123,
2000,413,294,137,137,
2100,376,288,146,148,
2200,452,308,163,136,
2300,429,282,187,106,
2400,448,326,210,194,
2500,402,301,169,141,
2600,494,299,201,185,
2700,461,316,171,169,
2800,515,351,222,214,
2900,490,332,181,190,
3000,565,330,188,216,
3100,621,369,227,214,
3200,520,362,216,130,
3300,576,350,247,227,
3400,581,366,244,202,
3500,599,366,259,162,
3600,609,380,249,146,
3700,563,374,230,189,
3800,653,381,232,219,
3900,597,405,246,188,
4000,685,407,266,307,
4100,664,436,259,228,
4200,704,456,300,256,
4300,660,467,261,294,
4400,752,401,245,267,
4500,676,425,278,285,
4600,840,433,294,307,
4700,761,406,315,273,
4800,691,426,263,260,
4900,751,417,323,338,
5000,785,461,324,206,
5100,759,434,291,277,
5200,917,408,340,303,
5300,867,426,315,317,
5400,884,488,316,206,
5500,777,466,350,364,
5600,922,458,369,333,
5700,952,514,344,324,
5800,895,513,309,326,
5900,465,175,174,270,
6000,520,191,173,249,
6100,480,193,155,296,
6200,525,200,177,207,
6300,510,192,174,227,
6400,489,194,165,297,
6500,511,190,177,174,
6600,579,203,197,215,
6700,543,203,195,324,
6800,569,206,200,165,
6900,594,206,169,306,
7000,545,218,169,551,
7100,582,234,191,294,
7200,580,237,190,394,
7300,554,238,211,254,
7400,557,236,194,386,
7500,559,243,183,267,
7600,551,228,177,288,
7700,648,238,209,332,
7800,683,251,198,243,
7900,592,238,214,211,
8000,637,240,206,324,
8100,605,251,220,415,
8200,659,255,180,210,
8300,601,251,199,232,
8400,638,257,221,455,
8500,636,259,216,441,
8600,692,275,199,408,
8700,629,270,199,234,
8800,676,264,258,346,
8900,699,276,231,387,
9000,616,278,223,227,
9100,658,270,226,435,
9200,694,259,262,335,
9300,677,279,224,396,
9400,679,274,236,451,
9500,694,273,233,284,
9600,796,284,242,251,
9700,749,287,261,349,
9800,732,288,211,364,
9900,701,283,241,296,
10000,707,278,239,430,
